1808.22	2787.86	0
1820.4	2631.36	0
1856.92	2478.68	0
1916.89	2333.61	0
1998.82	2199.71	0
2100.7	2080.28	0
2220.01	1978.26	0
2353.82	1896.17	0
2498.82	1836.04	0
2651.45	1799.34	0
2807.94	1786.97	0
2965.08	1786.93	0
3122.23	1786.89	0
3279.37	1786.84	0
3436.51	1786.8	0
3593.65	1786.76	0
3750.79	1786.71	0
3907.93	1786.67	0
4065.07	1786.63	0
4222.22	1786.59	0
4379.36	1786.54	0
4536.5	1786.5	0
4693.64	1786.46	0
4850.78	1786.41	0
5007.92	1786.37	0
5165.07	1786.33	0
5322.21	1786.29	0
5479.35	1786.24	0
5636.49	1786.2	0
5793.63	1786.16	0
5950.77	1786.11	0
