1937.46	3627.75	0
1938.37	3472.9	0
1943.04	3324.08	0
1954.25	3182.56	0
1973.69	3049.11	0
2002.2	2924.32	0
2040.06	2808.76	0
2087.06	2702.99	0
2142.67	2607.57	0
2206.1	2523.06	0
2276.37	2449.95	0
2359.01	2382.56	0
2458.86	2317.98	0
2572.66	2258.72	0
2697.3	2205.95	0
2830.2	2159.92	0
2969.25	2120.35	0
3112.88	2086.67	0
3259.87	2058.21	0
3409.34	2034.28	0
3560.66	2014.23	0
3713.33	1997.48	0
3867.03	1983.51	0
4021.49	1971.87	0
4176.54	1962.18	0
4332.02	1954.13	0
4487.85	1947.42	0
4643.95	1941.85	0
4800.25	1937.23	0
4956.71	1933.37	0
5113.3	1930.16	0
